Pop04;PopChange;MedAge;MedIncome;MedHVal;MedRent;Unemployment;CostOfLiving;HispRate;AsianRate;BlackRate;AmerIndRate;LandArea;URL;CrawledTime;DbId;Year;TrueURL;City;Spalte1
2287;-2.4;41.7;40245;74048;575;6.4;94.1;1.3;0.0;1.0;0.0;0.39 ;http://web.archive.org/web/20111210065441/http://www.city-data.com:80/city/East-McKeesport-Pennsylvania.html;18.12.2016 22:32;84;2012;http://www.city-data.com/city/East-McKeesport-Pennsylvania.html;EAST MC KEESPORT, PA;EAST MC KEESPORT, PA2012
2127;-9.2;43.0;40245;74048;575;6.4;94.1;1.8;0.3;6.9;0.05;0.39 ;http://web.archive.org/web/20130304093657/http://www.city-data.com:80/city/East-McKeesport-Pennsylvania.html;18.12.2016 22:32;85;2013;http://www.city-data.com/city/East-McKeesport-Pennsylvania.html;EAST MC KEESPORT, PA;EAST MC KEESPORT, PA2013
2132;-9.0;43.0;42115;73707;577;5.3;94.1;1.8;0.3;6.9;0.05;0.39 ;http://web.archive.org/web/20131006092051/http://www.city-data.com:80/city/East-McKeesport-Pennsylvania.html;18.12.2016 22:32;86;2014;http://www.city-data.com/city/East-McKeesport-Pennsylvania.html;EAST MC KEESPORT, PA;EAST MC KEESPORT, PA2014
2132;-9.0;43.0;38918;69208;628;6.1;94.0;1.8;0.3;6.9;0.05;0.39 ;http://web.archive.org/web/20141204194214/http://www.city-data.com:80/city/East-McKeesport-Pennsylvania.html;18.12.2016 22:32;87;2015;http://www.city-data.com/city/East-McKeesport-Pennsylvania.html;EAST MC KEESPORT, PA;EAST MC KEESPORT, PA2015
9514;0.0;24.6;48641;155970;1083;7.0;90.9;47.2;0.9;7.9;0.0;9.67 ;http://web.archive.org/web/20111229145805/http://www.city-data.com:80/city/El-Mirage-Arizona.html;18.12.2016 22:32;88;2012;http://www.city-data.com/city/El-Mirage-Arizona.html;EL MIRAGE, AZ;EL MIRAGE, AZ2012
31863;318.8;28.1;48641;155970;1083;7.0;90.5;47.6;1.5;6.1;1.0;9.67 ;http://web.archive.org/web/20130128204141/http://www.city-data.com/city/El-Mirage-Arizona.html;18.12.2016 22:32;89;2013;http://www.city-data.com/city/El-Mirage-Arizona.html;EL MIRAGE, AZ;EL MIRAGE, AZ2013
31863;318.8;28.1;48641;155970;1083;7.0;90.5;47.6;1.5;6.1;1.0;9.67 ;http://web.archive.org/web/20130601083641/http://www.city-data.com:80/city/El-Mirage-Arizona.html;18.12.2016 22:32;90;2014;http://www.city-data.com/city/El-Mirage-Arizona.html;EL MIRAGE, AZ;EL MIRAGE, AZ2014
32574;328.1;28.1;44520;89593;1076;8.1;90.1;50.7;0.5;3.7;0.9;9.67 ;http://web.archive.org/web/20141224062540/http://www.city-data.com:80/city/El-Mirage-Arizona.html;18.12.2016 22:32;91;2015;http://www.city-data.com/city/El-Mirage-Arizona.html;EL MIRAGE, AZ;EL MIRAGE, AZ2015
21769;27.6;35.4;43764;103776;685;7.2;91.1;39.7;0.1;8.3;0.0;8.29 ;http://web.archive.org/web/20111208191858/http://www.city-data.com:80/city/Florence-Arizona.html;18.12.2016 22:32;92;2012;http://www.city-data.com/city/Florence-Arizona.html;FLORENCE, AZ;FLORENCE, AZ2012
2007;-10.8;41.8;50910;96259;838;4.5;84.5;41.6;0.3;0.3;0.4;2.79 ;http://web.archive.org/web/20150216020131/http://www.city-data.com:80/city/Kearny-Arizona.html;18.12.2016 22:34;127;2015;http://www.city-data.com/city/Kearny-Arizona.html;KEARNY, AZ;KEARNY, AZ2015
40466;-1.5;27.7;49402;329676;1031;9.2;129.2;85.1;7.9;0.10;0.0;3.49 ;http://web.archive.org/web/20120101092719/http://www.city-data.com:80/city/La-Puente-California.html;18.12.2016 22:34;128;2012;http://www.city-data.com/city/La-Puente-California.html;LA PUENTE, CA;LA PUENTE, CA2012
26754;56.9;36.2;45430;92241;805;8.5;90.1;41.5;0.6;6.3;3.9;8.29 ;http://web.archive.org/web/20141222203033/http://www.city-data.com:80/city/Florence-Arizona.html;18.12.2016 22:33;95;2015;http://www.city-data.com/city/Florence-Arizona.html;FLORENCE, AZ;FLORENCE, AZ2015
39816;-3.0;31.5;49402;329676;1031;9.2;128.8;85.1;8.2;1.1;0.2;3.49 ;http://web.archive.org/web/20130111225007/http://www.city-data.com:80/city/La-Puente-California.html;18.12.2016 22:34;129;2013;http://www.city-data.com/city/La-Puente-California.html;LA PUENTE, CA;LA PUENTE, CA2013
40272;-1.9;31.5;48355;281831;1144;8.7;128.3;86.0;7.6;0.8;0.04;3.49 ;http://web.archive.org/web/20131113073759/http://www.city-data.com:80/city/La-Puente-California.html;18.12.2016 22:34;130;2014;http://www.city-data.com/city/La-Puente-California.html;LA PUENTE, CA;LA PUENTE, CA2014
40435;-1.5;31.5;49839;268737;1169;9.2;128.3;86.8;8.5;0.8;0.05;3.49 ;http://web.archive.org/web/20150306193402/http://www.city-data.com:80/city/La-Puente-California.html;18.12.2016 22:34;131;2015;http://www.city-data.com/city/La-Puente-California.html;LA PUENTE, CA;LA PUENTE, CA2015
567641;18.6;34.5;50935;197000;1025;7.0;95.5;32.5;5.7;10.2;0.0;113.3;http://web.archive.org/web/20120106084623/http://www.city-data.com:80/city/Las-Vegas-Nevada.html;18.12.2016 22:34;132;2012;http://www.city-data.com/city/Las-Vegas-Nevada.html;LAS VEGAS, NV;LAS VEGAS, NV2012
583756;22.0;35.9;50935;197000;1025;7.0;95.4;31.5;5.9;10.6;0.4;113.3;http://web.archive.org/web/20130105195453/http://www.city-data.com:80/city/Las-Vegas-Nevada.html;18.12.2016 22:34;133;2013;http://www.city-data.com/city/Las-Vegas-Nevada.html;LAS VEGAS, NV;LAS VEGAS, NV2013
596424;24.7;35.9;46995;153200;934;13.3;94.8;32.0;6.6;11.3;0.6;113.3;http://web.archive.org/web/20140101025538/http://www.city-data.com:80/city/Las-Vegas-Nevada.html;18.12.2016 22:35;134;2014;http://www.city-data.com/city/Las-Vegas-Nevada.html;LAS VEGAS, NV;LAS VEGAS, NV2014
596424;24.7;36.0;47415;141200;936;14.1;94.6;32.8;5.9;10.1;0.2;113.3;http://web.archive.org/web/20141223162041/http://www.city-data.com:80/city/Las-Vegas-Nevada.html;18.12.2016 22:35;135;2015;http://www.city-data.com/city/Las-Vegas-Nevada.html;LAS VEGAS, NV;LAS VEGAS, NV2015
25305;25.1;46.4;75640;374010;1220;2.2;95.9;3.5;0.7;0.5;0.0;18.2 ;http://web.archive.org/web/20120310224349/http://www.city-data.com:80/city/Fountain-Hills-Arizona.html;18.12.2016 22:33;96;2012;http://www.city-data.com/city/Fountain-Hills-Arizona.html;FOUNTAIN HILLS, AZ;FOUNTAIN HILLS, AZ2012
5162;35.5;44.7;94412;311773;1177;4.1;93.7;18.8;3.8;0.9;0.0;3.13 ;http://web.archive.org/web/20120104220720/http://www.city-data.com:80/city/Litchfield-Park-Arizona.html;18.12.2016 22:35;136;2012;http://www.city-data.com/city/Litchfield-Park-Arizona.html;LITCHFIELD PARK, AZ;LITCHFIELD PARK, AZ2012
5488;44.0;44.2;94412;311773;1177;4.1;93.3;15.4;4.1;3.4;0.7;3.13 ;http://web.archive.org/web/20130125071205/http://www.city-data.com/city/Litchfield-Park-Arizona.html;18.12.2016 22:35;137;2013;http://www.city-data.com/city/Litchfield-Park-Arizona.html;LITCHFIELD PARK, AZ;LITCHFIELD PARK, AZ2013
5171;35.7;44.2;70924;215554;1060;3.8;93.0;15.4;4.1;3.4;0.7;3.13 ;http://web.archive.org/web/20140320021152/http://www.city-data.com:80/city/Litchfield-Park-Arizona.html;18.12.2016 22:35;138;2014;http://www.city-data.com/city/Litchfield-Park-Arizona.html;LITCHFIELD PARK, AZ;LITCHFIELD PARK, AZ2014
5306;39.3;44.2;73123;240191;1347;4.1;92.9;15.4;4.1;3.4;0.7;3.13 ;http://web.archive.org/web/20150303061814/http://www.city-data.com:80/city/Litchfield-Park-Arizona.html;18.12.2016 22:35;139;2015;http://www.city-data.com/city/Litchfield-Park-Arizona.html;LITCHFIELD PARK, AZ;LITCHFIELD PARK, AZ2015
235626;13.3;30.6;49595;220200;847;4.8;99.0;5.5;6.2;6.6;0.0;68.7 ;http://web.archive.org/web/20120101074248/http://www.city-data.com:80/city/Madison-Wisconsin.html;18.12.2016 22:35;140;2012;http://www.city-data.com/city/Madison-Wisconsin.html;MADISON, WI;MADISON, WI2012
233209;12.1;30.9;49595;220200;847;4.8;99.1;6.8;7.3;7.1;0.3;68.7 ;http://web.archive.org/web/20130116040346/http://www.city-data.com:80/city/Madison-Wisconsin.html;18.12.2016 22:35;141;2013;http://www.city-data.com/city/Madison-Wisconsin.html;MADISON, WI;MADISON, WI2013
240323;15.5;30.9;53363;213900;888;6.2;99.2;7.7;8.0;6.2;0.4;68.7 ;http://web.archive.org/web/20140117221830/http://www.city-data.com:80/city/Madison-Wisconsin.html;18.12.2016 22:35;142;2014;http://www.city-data.com/city/Madison-Wisconsin.html;MADISON, WI;MADISON, WI2014
240323;15.5;30.7;51180;206600;867;5.9;99.1;6.3;8.2;7.7;0.4;68.7 ;http://web.archive.org/web/20141224184059/http://www.city-data.com:80/city/Madison-Wisconsin.html;18.12.2016 22:35;143;2015;http://www.city-data.com/city/Madison-Wisconsin.html;MADISON, WI;MADISON, WI2015
22534;11.4;53.9;75640;374010;1220;2.2;95.5;4.1;1.8;0.9;0.5;18.2 ;http://web.archive.org/web/20130128230006/http://www.city-data.com/city/Fountain-Hills-Arizona.html;18.12.2016 22:33;97;2013;http://www.city-data.com/city/Fountain-Hills-Arizona.html;FOUNTAIN HILLS, AZ;FOUNTAIN HILLS, AZ2013
1736;0.0;27.5;67074;175234;1249;7.2;86.7;24.6;3.7;5.6;0.0;4.04 ;http://web.archive.org/web/20111227181620/http://www.city-data.com:80/city/Maricopa-Arizona.html;18.12.2016 22:35;144;2012;http://www.city-data.com/city/Maricopa-Arizona.html;MARICOPA, AZ;MARICOPA, AZ2012
43482;4081.0;31.2;67074;175234;1249;7.2;86.3;24.4;3.9;9.2;1.5;4.04 ;http://web.archive.org/web/20130105142619/http://www.city-data.com:80/city/Maricopa-Arizona.html;18.12.2016 22:35;145;2013;http://www.city-data.com/city/Maricopa-Arizona.html;MARICOPA, AZ;MARICOPA, AZ2013
44803;4208.0;31.2;56461;111807;1204;5.6;89.3;23.5;4.8;7.1;1.3;4.04 ;http://web.archive.org/web/20140330050727/http://www.city-data.com/city/Maricopa-Arizona.html;18.12.2016 22:35;146;2014;http://www.city-data.com/city/Maricopa-Arizona.html;MARICOPA, AZ;MARICOPA, AZ2014
44803;4208.0;31.2;65039;117958;1243;7.6;89.2;23.4;3.2;8.5;1.9;4.04 ;http://web.archive.org/web/20150101034931/http://www.city-data.com:80/city/Maricopa-Arizona.html;18.12.2016 22:35;147;2015;http://www.city-data.com/city/Maricopa-Arizona.html;MARICOPA, AZ;MARICOPA, AZ2015
22076;-8.2;39.7;25771;50462;540;12.5;93.1;3.6;0.4;23.7;0.0;5.00 ;http://web.archive.org/web/20120104141615/http://www.city-data.com:80/city/McKeesport-Pennsylvania.html;18.12.2016 22:35;148;2012;http://www.city-data.com/city/Mckeesport-Pennsylvania.html;MCKEESPORT, PA;MCKEESPORT, PA2012
19736;-17.9;41.5;25771;50462;540;12.5;93.1;2.3;0.3;31.4;0.3;5.00 ;http://web.archive.org/web/20130128042254/http://www.city-data.com/city/McKeesport-Pennsylvania.html;18.12.2016 22:35;149;2013;http://www.city-data.com/city/Mckeesport-Pennsylvania.html;MCKEESPORT, PA;MCKEESPORT, PA2013
19736;-17.9;41.5;25771;50462;540;12.5;93.1;2.3;0.3;31.4;0.3;5.00 ;http://web.archive.org/web/20130511095225/http://www.city-data.com/city/McKeesport-Pennsylvania.html;18.12.2016 22:35;150;2014;http://www.city-data.com/city/Mckeesport-Pennsylvania.html;MCKEESPORT, PA;MCKEESPORT, PA2014
23031;13.8;53.9;68694;285957;1157;6.8;95.3;4.3;1.4;0.4;0.4;18.2 ;http://web.archive.org/web/20131116005426/http://www.city-data.com:80/city/Fountain-Hills-Arizona.html;18.12.2016 22:33;98;2014;http://www.city-data.com/city/Fountain-Hills-Arizona.html;FOUNTAIN HILLS, AZ;FOUNTAIN HILLS, AZ2014
19686;-18.1;41.5;26724;48436;556;12.5;93.3;4.6;0.6;25.3;0.6;5.00 ;http://web.archive.org/web/20150213060949/http://www.city-data.com:80/city/McKeesport-Pennsylvania.html;18.12.2016 22:35;151;2015;http://www.city-data.com/city/Mckeesport-Pennsylvania.html;MCKEESPORT, PA;MCKEESPORT, PA2015
462486;16.7;32.0;49446;173100;851;4.2;92.5;25.2;1.9;2.5;0.0;125.0;http://web.archive.org/web/20111227162803/http://www.city-data.com:80/city/Mesa-Arizona.html;18.12.2016 22:35;152;2012;http://www.city-data.com/city/Mesa-Arizona.html;MESA, AZ;MESA, AZ2012
439041;10.8;34.6;49446;173100;851;4.2;92.2;26.4;1.9;3.2;1.9;125.0;http://web.archive.org/web/20121218015120/http://www.city-data.com:80/city/Mesa-Arizona.html;18.12.2016 22:35;153;2013;http://www.city-data.com/city/Mesa-Arizona.html;MESA, AZ;MESA, AZ2013
452084;14.1;34.6;44527;136200;837;9.6;91.9;25.8;1.7;4.7;1.8;125.0;http://web.archive.org/web/20131227045617/http://www.city-data.com:80/city/Mesa-Arizona.html;18.12.2016 22:35;154;2014;http://www.city-data.com/city/Mesa-Arizona.html;MESA, AZ;MESA, AZ2014
452084;14.1;35.3;47256;129400;850;9.2;91.5;27.8;1.7;3.0;1.8;125.0;http://web.archive.org/web/20141223033520/http://www.city-data.com:80/city/Mesa-Arizona.html;18.12.2016 22:36;155;2015;http://www.city-data.com/city/Mesa-Arizona.html;MESA, AZ;MESA, AZ2015
16539;4.9;36.2;59790;280846;803;1.9;98.6;4.0;3.6;2.4;0.0;8.07 ;http://web.archive.org/web/20120202194634/http://www.city-data.com:80/city/Middleton-Wisconsin.html;18.12.2016 22:36;156;2012;http://www.city-data.com/city/Middleton-Wisconsin.html;MIDDLETON, WI;MIDDLETON, WI2012
17484;10.9;39.1;59790;280846;803;1.9;98.7;5.6;4.2;3.3;0.2;8.07 ;http://web.archive.org/web/20130203065100/http://www.city-data.com/city/Middleton-Wisconsin.html;18.12.2016 22:36;157;2013;http://www.city-data.com/city/Middleton-Wisconsin.html;MIDDLETON, WI;MIDDLETON, WI2013
18159;15.1;39.1;58809;260729;809;3.9;99.4;6.0;5.4;2.0;0.2;8.07 ;http://web.archive.org/web/20131203130841/http://www.city-data.com/city/Middleton-Wisconsin.html;18.12.2016 22:36;158;2014;http://www.city-data.com/city/Middleton-Wisconsin.html;MIDDLETON, WI;MIDDLETON, WI2014
23031;13.8;53.9;71607;298114;1143;6.3;95.2;4.4;1.5;1.6;0.5;18.2 ;http://web.archive.org/web/20141223054812/http://www.city-data.com:80/city/Fountain-Hills-Arizona.html;18.12.2016 22:33;99;2015;http://www.city-data.com/city/Fountain-Hills-Arizona.html;FOUNTAIN HILLS, AZ;FOUNTAIN HILLS, AZ2015
1831;-7.5;29.3;31118;63326;533;7.7;84.4;69.2;0.0;0.2;0.0;22.8 ;http://web.archive.org/web/20111126054836/http://www.city-data.com:80/city/Gila-Bend-Arizona.html;18.12.2016 22:33;100;2012;http://www.city-data.com/city/Gila-Bend-Arizona.html;GILA BEND, AZ;GILA BEND, AZ2012
1925;-2.8;32.7;31118;63326;533;7.7;84.0;65.4;0.5;1.6;4.9;22.8 ;http://web.archive.org/web/20130125071046/http://www.city-data.com/city/Gila-Bend-Arizona.html;18.12.2016 22:33;101;2013;http://www.city-data.com/city/Gila-Bend-Arizona.html;GILA BEND, AZ;GILA BEND, AZ2013
1925;-2.8;32.7;31118;63326;533;7.7;84.0;65.4;0.5;1.6;4.9;22.8 ;http://web.archive.org/web/20130511210454/http://www.city-data.com/city/Gila-Bend-Arizona.html;18.12.2016 22:33;102;2014;http://www.city-data.com/city/Gila-Bend-Arizona.html;GILA BEND, AZ;GILA BEND, AZ2014
1977;-0.2;32.7;31184;53005;658;7.7;83.6;65.4;0.5;1.6;4.9;22.8 ;http://web.archive.org/web/20150321061653/http://www.city-data.com:80/city/Gila-Bend-Arizona.html;18.12.2016 22:33;103;2015;http://www.city-data.com/city/Gila-Bend-Arizona.html;GILA BEND, AZ;GILA BEND, AZ2015
217285;98.1;30.1;74957;254800;1235;2.5;93.8;15.2;6.0;4.6;0.0;43.0 ;http://web.archive.org/web/20111228191120/http://www.city-data.com:80/city/Gilbert-Arizona.html;18.12.2016 22:33;104;2012;http://www.city-data.com/city/Gilbert-Arizona.html;GILBERT, AZ;GILBERT, AZ2012
208453;90.0;31.9;74957;254800;1235;2.5;93.4;14.9;5.7;3.2;0.7;43.0 ;http://web.archive.org/web/20121218013913/http://www.city-data.com:80/city/Gilbert-Arizona.html;18.12.2016 22:33;105;2013;http://www.city-data.com/city/Gilbert-Arizona.html;GILBERT, AZ;GILBERT, AZ2013
221140;101.6;31.9;71207;193900;1232;6.5;92.9;14.9;5.7;3.2;0.7;43.0 ;http://web.archive.org/web/20131227013129/http://www.city-data.com:80/city/Gilbert-Arizona.html;18.12.2016 22:33;106;2014;http://www.city-data.com/city/Gilbert-Arizona.html;GILBERT, AZ;GILBERT, AZ2014
221140;101.6;32.2;79916;209300;1262;5.9;92.9;16.2;5.5;2.4;0.6;43.0 ;http://web.archive.org/web/20141223081405/http://www.city-data.com:80/city/Gilbert-Arizona.html;18.12.2016 22:33;107;2015;http://www.city-data.com/city/Gilbert-Arizona.html;GILBERT, AZ;GILBERT, AZ2015
252188;15.3;30.8;50035;166700;838;5.0;92.0;36.6;3.0;5.3;0.0;55.7 ;http://web.archive.org/web/20111229012256/http://www.city-data.com:80/city/Glendale-Arizona.html;18.12.2016 22:33;108;2012;http://www.city-data.com/city/Glendale-Arizona.html;GLENDALE, AZ;GLENDALE, AZ2012
226721;3.6;32.5;50035;166700;838;5.0;91.7;35.5;3.8;5.6;1.2;55.7 ;http://web.archive.org/web/20121218021706/http://www.city-data.com:80/city/Glendale-Arizona.html;18.12.2016 22:33;109;2013;http://www.city-data.com/city/Glendale-Arizona.html;GLENDALE, AZ;GLENDALE, AZ2013
232143;6.1;32.5;48079;122800;785;13.0;90.9;37.0;3.5;3.5;0.5;55.7 ;http://web.archive.org/web/20140101071807/http://www.city-data.com:80/city/Glendale-Arizona.html;18.12.2016 22:33;110;2014;http://www.city-data.com/city/Glendale-Arizona.html;GLENDALE, AZ;GLENDALE, AZ2014
232143;6.1;32.5;45765;124800;803;9.6;91.2;38.1;3.1;6.2;1.2;55.7 ;http://web.archive.org/web/20150101034004/http://www.city-data.com:80/city/Glendale-Arizona.html;18.12.2016 22:33;111;2015;http://www.city-data.com/city/Glendale-Arizona.html;GLENDALE, AZ;GLENDALE, AZ2015
66308;250.6;36.5;72958;248698;1223;4.1;93.9;28.8;2.8;4.7;0.0;116.5;http://web.archive.org/web/20111229010232/http://www.city-data.com:80/city/Goodyear-Arizona.html;18.12.2016 22:33;112;2012;http://www.city-data.com/city/Goodyear-Arizona.html;GOODYEAR, AZ;GOODYEAR, AZ2012
65275;245.2;34.9;72958;248698;1223;4.1;93.5;27.8;4.2;6.3;1.0;116.5;http://web.archive.org/web/20121218085819/http://www.city-data.com:80/city/Goodyear-Arizona.html;18.12.2016 22:33;113;2013;http://www.city-data.com/city/Goodyear-Arizona.html;GOODYEAR, AZ;GOODYEAR, AZ2013
69648;268.3;34.9;52194;160600;1018;4.1;92.4;27.8;4.2;6.3;1.0;116.5;http://web.archive.org/web/20131227065950/http://www.city-data.com:80/city/Goodyear-Arizona.html;18.12.2016 22:34;114;2014;http://www.city-data.com/city/Goodyear-Arizona.html;GOODYEAR, AZ;GOODYEAR, AZ2014
69648;268.3;34.5;73022;178300;1343;4.1;93.0;27.8;4.2;6.3;1.0;116.5;http://web.archive.org/web/20150118003705/http://www.city-data.com:80/city/Goodyear-Arizona.html;18.12.2016 22:34;115;2015;http://www.city-data.com/city/Goodyear-Arizona.html;GOODYEAR, AZ;GOODYEAR, AZ2015
256445;46.2;35.9;64431;252300;1182;4.7;96.3;13.0;7.6;3.8;0.0;79.7 ;http://web.archive.org/web/20120103212840/http://www.city-data.com:80/city/Henderson-Nevada.html;18.12.2016 22:34;116;2012;http://www.city-data.com/city/Henderson-Nevada.html;HENDERSON, NV;HENDERSON, NV2012
257729;47.0;39.6;64431;252300;1182;4.7;96.2;14.9;7.1;4.8;0.5;79.7 ;http://web.archive.org/web/20130116132658/http://www.city-data.com:80/city/Henderson-Nevada.html;18.12.2016 22:34;117;2013;http://www.city-data.com/city/Henderson-Nevada.html;HENDERSON, NV;HENDERSON, NV2013
265679;51.5;39.6;60453;192900;1099;12.0;95.7;13.1;8.3;7.7;0.3;79.7 ;http://web.archive.org/web/20140109021255/http://www.city-data.com:80/city/Henderson-Nevada.html;18.12.2016 22:34;118;2014;http://www.city-data.com/city/Henderson-Nevada.html;HENDERSON, NV;HENDERSON, NV2014
265679;51.5;40.4;61404;186500;1130;10.3;95.7;14.7;7.2;5.4;0.3;79.7 ;http://web.archive.org/web/20141223083836/http://www.city-data.com:80/city/Henderson-Nevada.html;18.12.2016 22:34;119;2015;http://www.city-data.com/city/Henderson-Nevada.html;HENDERSON, NV;HENDERSON, NV2015
3628;1.7;39.8;23156;42345;561;11.0;92.9;0.0;1.2;55.9;0.0;0.57 ;http://web.archive.org/web/20120106235635/http://www.city-data.com:80/city/Homestead-Pennsylvania.html;18.12.2016 22:34;120;2012;http://www.city-data.com/city/Homestead-Pennsylvania.html;HOMESTEAD, PA;HOMESTEAD, PA2012
3165;-11.3;40.3;23156;42345;561;11.0;93.0;1.8;3.0;58.4;0.2;0.57 ;http://web.archive.org/web/20121108144101/http://www.city-data.com/city/Homestead-Pennsylvania.html;18.12.2016 22:34;121;2013;http://www.city-data.com/city/Homestead-Pennsylvania.html;HOMESTEAD, PA;HOMESTEAD, PA2013
3155;-11.6;40.3;32735;40228;552;8.5;92.9;1.8;3.0;58.4;0.2;0.57 ;http://web.archive.org/web/20140707063022/http://www.city-data.com:80/city/Homestead-Pennsylvania.html;18.12.2016 22:34;122;2014;http://www.city-data.com/city/Homestead-Pennsylvania.html;HOMESTEAD, PA;HOMESTEAD, PA2014
3150;-11.7;40.3;32735;40228;552;11.0;93.0;1.8;3.0;58.4;0.2;0.57 ;http://web.archive.org/web/20150221174738/http://www.city-data.com:80/city/Homestead-Pennsylvania.html;18.12.2016 22:34;123;2015;http://www.city-data.com/city/Homestead-Pennsylvania.html;HOMESTEAD, PA;HOMESTEAD, PA2015
1950;-13.3;41.8;45332;74056;814;4.5;84.8;41.6;0.3;0.3;0.4;2.79 ;http://web.archive.org/web/20120614085151/http://www.city-data.com:80/city/Kearny-Arizona.html;18.12.2016 22:34;124;2012;http://www.city-data.com/city/Kearny-Arizona.html;KEARNY, AZ;KEARNY, AZ2012
1999;-11.1;41.8;45332;74056;814;4.5;84.8;41.6;0.3;0.3;0.4;2.79 ;http://web.archive.org/web/20130125071316/http://www.city-data.com/city/Kearny-Arizona.html;18.12.2016 22:34;125;2013;http://www.city-data.com/city/Kearny-Arizona.html;KEARNY, AZ;KEARNY, AZ2013
1999;-11.1;41.8;45332;74056;814;4.5;84.8;41.6;0.3;0.3;0.4;2.79 ;http://web.archive.org/web/20130511214753/http://www.city-data.com/city/Kearny-Arizona.html;18.12.2016 22:34;126;2014;http://www.city-data.com/city/Kearny-Arizona.html;KEARNY, AZ;KEARNY, AZ2014
9561;27.2;37.0;76488;224253;903;6.6;98.0;2.2;0.8;1.1;0.2;3.07 ;http://web.archive.org/web/20131203083731/http://www.city-data.com/city/Oregon-Wisconsin.html;18.12.2016 22:36;171;2014;http://www.city-data.com/city/Oregon-Wisconsin.html;OREGON, WI;OREGON, WI2014
9561;27.2;37.0;74447;218677;867;6.3;98.0;1.5;1.5;0.3;0.1;3.07 ;http://web.archive.org/web/20141228201019/http://www.city-data.com:80/city/Oregon-Wisconsin.html;18.12.2016 22:36;172;2015;http://www.city-data.com/city/Oregon-Wisconsin.html;OREGON, WI;OREGON, WI2015
15131;10.7;46.3;137385;837650;1907;2.0;100.0;4.5;3.4;3.9;0.0;15.5 ;http://web.archive.org/web/20120101074254/http://www.city-data.com:80/city/Paradise-Valley-Arizona.html;18.12.2016 22:36;173;2012;http://www.city-data.com/city/Paradise-Valley-Arizona.html;PARADISE VALLEY, AZ;PARADISE VALLEY, AZ2012
12847;-6.0;51.0;137385;837650;1907;2.0;99.6;3.7;4.0;0.6;0.2;15.5 ;http://web.archive.org/web/20130128204409/http://www.city-data.com/city/Paradise-Valley-Arizona.html;18.12.2016 22:36;174;2013;http://www.city-data.com/city/Paradise-Valley-Arizona.html;PARADISE VALLEY, AZ;PARADISE VALLEY, AZ2013
13154;-3.7;51.0;121242;736435;2001;1.7;99.4;3.7;4.0;0.6;0.2;15.5 ;http://web.archive.org/web/20131218021625/http://www.city-data.com:80/city/Paradise-Valley-Arizona.html;18.12.2016 22:37;175;2014;http://www.city-data.com/city/Paradise-Valley-Arizona.html;PARADISE VALLEY, AZ;PARADISE VALLEY, AZ2014
13154;-3.7;51.0;131948;833420;2001;1.9;98.6;3.7;4.0;0.6;0.2;15.5 ;http://web.archive.org/web/20150101043540/http://www.city-data.com:80/city/Paradise-Valley-Arizona.html;18.12.2016 22:37;176;2015;http://www.city-data.com/city/Paradise-Valley-Arizona.html;PARADISE VALLEY, AZ;PARADISE VALLEY, AZ2015
18159;15.1;39.1;59696;264182;840;4.5;99.2;7.9;5.6;1.6;0.2;8.07 ;http://web.archive.org/web/20141224064345/http://www.city-data.com:80/city/Middleton-Wisconsin.html;18.12.2016 22:36;159;2015;http://www.city-data.com/city/Middleton-Wisconsin.html;MIDDLETON, WI;MIDDLETON, WI2015
162740;50.2;35.6;61619;198400;1146;3.9;93.5;21.5;2.1;2.1;0.0;138.2;http://web.archive.org/web/20111216202031/http://www.city-data.com:80/city/Peoria-Arizona.html;18.12.2016 22:37;177;2012;http://www.city-data.com/city/Peoria-Arizona.html;PEORIA, AZ;PEORIA, AZ2012
154065;42.2;38.1;61619;198400;1146;3.9;93.2;18.6;3.1;3.2;0.7;138.2;http://web.archive.org/web/20121218010304/http://www.city-data.com:80/city/Peoria-Arizona.html;18.12.2016 22:37;178;2013;http://www.city-data.com/city/Peoria-Arizona.html;PEORIA, AZ;PEORIA, AZ2013
159789;47.5;38.1;64864;164700;908;8.3;91.5;17.0;2.6;3.1;0.8;138.2;http://web.archive.org/web/20131217123434/http://www.city-data.com:80/city/Peoria-Arizona.html;18.12.2016 22:37;179;2014;http://www.city-data.com/city/Peoria-Arizona.html;PEORIA, AZ;PEORIA, AZ2014
159789;47.5;38.2;61880;162900;1116;6.4;92.4;19.6;4.8;3.7;0.3;138.2;http://web.archive.org/web/20141231223630/http://www.city-data.com:80/city/Peoria-Arizona.html;18.12.2016 22:37;180;2015;http://www.city-data.com/city/Peoria-Arizona.html;PEORIA, AZ;PEORIA, AZ2015
16015;21.2;30.7;47085;182300;836;5.6;92.7;43.2;2.8;5.3;0.0;474.9;http://web.archive.org/web/20120101205727/http://www.city-data.com:80/city/Phoenix-Arizona.html;18.12.2016 22:37;181;2012;http://www.city-data.com/city/Phoenix-Arizona.html;PHOENIX, AZ;PHOENIX, AZ2012
14456;9.4;32.2;47085;182300;836;5.6;92.3;40.8;3.0;6.0;1.6;474.9;http://web.archive.org/web/20130105121035/http://www.city-data.com:80/city/Phoenix-Arizona.html;18.12.2016 22:37;182;2013;http://www.city-data.com/city/Phoenix-Arizona.html;PHOENIX, AZ;PHOENIX, AZ2013
